Date,Open,High,Low,Close,Adj Close,Volume
2018-08-02,243.589996,250.779999,241.210007,250.619995,250.482986,6741700
2018-08-03,251.610001,253.059998,250.929993,252.100006,251.962189,5357200
2018-08-06,251.589996,254.169998,249.710007,254.029999,253.891129,5187700
2018-08-07,256.000000,257.700012,254.919998,256.950012,256.809540,6453300
2018-08-08,257.000000,260.239990,255.589996,258.420013,258.278748,6552500
2018-08-09,259.140015,259.250000,256.149994,256.459991,256.319794,5099000
2018-08-10,253.149994,256.100006,252.699997,254.789993,254.650696,6409900
2018-08-13,255.139999,261.000000,255.070007,256.119995,255.979980,9345600
2018-08-14,260.380005,262.000000,257.019989,261.429993,261.287079,11655500
2018-08-15,262.269989,263.640015,255.899994,259.079987,258.938354,14778400
2018-08-16,261.899994,262.000000,255.009995,257.440002,257.299255,20031500
2018-08-17,252.940002,252.970001,243.729996,244.820007,244.686172,28579700
2018-08-20,243.179993,253.199997,238.720001,247.839996,247.704498,21359700
2018-08-21,248.500000,253.500000,247.699997,253.320007,253.181519,16849700
2018-08-22,252.000000,263.019989,251.860001,262.820007,262.676331,18746400
2018-08-23,261.260010,269.480011,260.700012,266.839996,266.694122,18017100
2018-08-24,267.179993,272.809998,267.000000,272.220001,272.071167,13287800
2018-08-27,273.420013,278.899994,272.149994,275.899994,275.749176,12644400
2018-08-28,275.660004,276.579987,269.529999,274.380005,274.230011,11884600
2018-08-29,273.920013,279.500000,273.079987,278.489990,278.489990,10502700
2018-08-30,277.230011,281.720001,276.320007,277.809998,277.809998,8665200
2018-08-31,277.000000,281.200012,276.600006,280.679993,280.679993,7660200
