Date,Open,High,Low,Close,Adj Close,Volume
2018-08-02,48.500000,49.520000,48.200001,49.480000,49.180904,26452500
2018-08-03,49.500000,49.779999,49.169998,49.630001,49.330002,22008200
2018-08-06,48.770000,49.310001,48.320000,49.299999,49.299999,26669000
2018-08-07,49.430000,49.830002,49.410000,49.700001,49.700001,28322700
2018-08-08,49.599998,50.130001,49.439999,49.959999,49.959999,21990600
2018-08-09,49.860001,50.599998,49.720001,50.139999,50.139999,23788200
2018-08-10,48.509998,49.169998,48.299999,48.849998,48.849998,28712400
2018-08-13,48.919998,49.240002,48.380001,48.450001,48.450001,17002700
2018-08-14,48.669998,48.759998,47.650002,48.119999,48.119999,23061600
2018-08-15,47.779999,48.000000,46.900002,47.459999,47.459999,26739900
2018-08-16,47.750000,47.950001,47.049999,47.169998,47.169998,24358000
2018-08-17,47.000000,47.389999,46.330002,47.099998,47.099998,26382000
2018-08-20,47.049999,47.119999,46.189999,46.500000,46.500000,24334000
2018-08-21,46.660000,47.849998,46.639999,47.619999,47.619999,19254300
2018-08-22,47.250000,47.349998,46.919998,47.049999,47.049999,23182500
2018-08-23,46.860001,47.169998,46.709999,46.980000,46.980000,31343200
2018-08-24,47.290001,47.889999,47.080002,47.660000,47.660000,18214700
2018-08-27,48.000000,48.389999,47.630001,48.349998,48.349998,17170300
2018-08-28,48.549999,48.790001,48.310001,48.570000,48.570000,13472400
2018-08-29,48.700001,48.860001,48.400002,48.750000,48.750000,13479100
2018-08-30,48.520000,48.830002,48.090000,48.240002,48.240002,16418800
2018-08-31,47.959999,48.560001,47.919998,48.430000,48.430000,16433100
